,mi_fecha,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00
señoras,0.030686255860129075,0.012216262784765558,0.003958879325119127,0.0021030077651161853,8.032099491045479e-05,0.0002494476874071037,0.0004149774238951382,0.0009838558007373322,0.0005618878938939663,0.00036740791930413394,0.0015406030253602087,0.0019807828332812525,0.0016223649968228173,0.0017299365298591393,0.00033258504426989297,0.0021745227290175272,0.001968769919987801,0.0025321872128190046,0.0021032520738156098,0.0017429974201318098,0.001438670749132854,0.0,0.0015619780013331507,0.002088819634158594,0.002716486613580817,0.001708674725161107,0.00016296094099893708,0.0020828557219321722,0.0016305049331535371,0.00227659246098693,0.0027231109284867974,0.0029265545460639654,0.004314265842471354,0.0005417397973101794,0.0020355286399229115,0.0019268675413532754,0.0024537431937936382,0.001442988930170766,0.0012534645499156281,0.0026703734093202363
rumores,0.030466655269814957,0.0,0.006283749071206709,0.0024786953294282823,0.000175846793847322,0.00019315831475131423,0.0015743830871766053,0.004107876865128798,0.0035630023356889363,0.002373822653017537,0.004380008261660451,0.00730214903290884,0.00559391681340966,0.00797353405776272,0.005304894726471417,0.002394074480242298,0.0029143980640096326,0.0015425887599703296,0.004871967477643787,0.0023845444343341725,0.0021266198482248187,0.0016971387435740512,0.0035868049084065074,0.0011187741715365314,0.0030247162743608762,0.002961014664204717,0.0012182856073916816,0.004943661639620881,0.0035347803201178137,0.004608288005069978,0.005992125899439737,0.0038722710853520774,0.01098971510670685,0.00046810032445111045,0.001972070919566684,0.004342924854927874,0.006543534406124082,0.006314627920972986,0.0028684244458924853,0.0029906834104544214
millones,0.03017855635152822,0.0,0.0010075609830077338,0.0009622735742909669,0.0014715202575528868,0.0016506342105027697,0.001527941819806994,0.0011257107225900252,0.001750950116848798,0.002127706004303354,0.0012801989688838635,0.0010958267228712258,0.002343082455497216,0.0030277115988552013,0.0021956876378505658,0.0013649873254070475,0.0015079449937703661,0.001758261686343082,0.001332605166775421,0.0011240037291556056,0.0008851529664627885,0.0009138273675944351,0.0012124447013106194,0.00145528343680841,0.003181784509440085,0.001841742310739261,0.0020510660642058423,0.0015401105996978356,0.0017713748964289335,0.0021074225870117195,0.0008238654892159657,0.001650903800729094,0.0009851883261680946,0.000531478776346672,0.001141834879894987,0.0017518636692755516,0.0027232227552588723,0.0008873951034122436,0.0015192703374114912,0.0009923003957363866
euros,0.02954525783391926,0.0,4.786083768249784e-05,0.0005980539068658257,0.0007715874944455855,0.0012648160904646653,0.0005642555873609803,0.0008137762582836523,0.0014356898021369241,0.0014034966514334692,0.0007532440157192475,0.00048703323527625274,0.0018910636902209046,0.0021896897850747997,0.0010314005691503432,0.0009562391267243132,0.0011887568027446264,0.0015545617411864266,0.0011543647924368414,0.0007064853169786627,0.0007233690070066438,0.0005903765390189974,0.00101162957964314,0.0014448228230922139,0.0024244622026648593,0.0016167736510044395,0.0013140386963886466,0.0013502500402647751,0.0015616109931663102,0.0019498877975409402,0.000688372697740493,0.001861547384063777,0.0010532979184224335,0.0010058737223650534,0.0012863431859259113,0.0015555144411212509,0.0018287272421782098,0.0007032314129051422,0.001247283036405902,0.0008430873982675306
inflación,0.029503681917330882,0.0,0.0,3.633397427091372e-05,1.3739215315140815e-05,2.5993562055283483e-05,0.0,0.0,0.0,0.0,0.0,2.502251934379259e-06,5.298509767982862e-06,3.000000197269597e-05,0.0,2.963085165436428e-05,0.0,4.606515300353903e-06,1.9802654590749983e-05,0.0,0.0,0.0,0.0001941955369553702,0.0001012202132501648,0.00043350837407904995,0.0004915584897665217,7.245210174103109e-05,0.0004895307964207203,0.0012068002192719442,0.0015009569742369293,0.00047685478113312484,0.0008564119635713597,0.002513166861217797,0.001551446950846839,0.001203492046913991,0.0013465481182189064,0.0005104781242532067,0.0003869877298306839,0.001665438329519814,0.000814872384265179
fondos,0.028609405332653326,0.0,0.00021954335298224364,0.000722297268300522,0.0002922626652639567,0.00027285095194340387,9.49674240591571e-05,0.00018807404249695,0.0011128046378420628,0.00035965787361837706,0.0006721572215221235,0.00041116449440116437,0.001101268613822096,0.002490260685691962,0.001943558444325055,0.0015154453545562826,0.0009471891418047212,0.0006439864353236812,0.0005834583805163228,0.00045658257843707995,0.0021319808568465016,0.0007989425962943262,0.00043070917483371395,0.0006194405781451706,0.001097809280438423,0.0008733548504424325,0.0026566588904224434,0.0011958241495684434,0.0004909431102691317,0.00032185892210219853,0.0003198503329987474,0.00134767238515101,0.000543241981662172,0.00029248855118223937,0.0007316525470257467,0.0006836542791767958,0.0009643098666691896,0.0009148452700038758,0.0008604908067291327,0.00036140475851059804
pie,0.028404604248849052,0.0,0.003154244522332997,0.0016820524055309336,4.782974407209248e-05,0.0002598530799454083,0.00039493800382591214,0.0008918372939000292,0.0005613720922625762,0.0,0.0007657873342031909,0.0020714415080723427,0.0015483600968140142,0.0019988256535897996,0.000409553098566048,0.0019855117380743535,0.002235585515873724,0.002226407780866739,0.0023954648729905925,0.0019517266342218172,0.0014148666868556664,0.0,0.0013110888841159293,0.002186521244036932,0.00248998052612966,0.0015142464801890427,7.42053740737676e-05,0.002201379185458901,0.0014441703598830299,0.002019351225522941,0.0027993954560173325,0.0028575487890056587,0.0038328144737876223,0.0004226572188113041,0.0021998516271070556,0.0018249717925630652,0.002326362704355019,0.0013965618556687342,0.0015168182295194836,0.0026788216669811366
enmienda,0.02804951887490792,0.0,0.00016146396192862295,0.001082605385004437,1.1598591486127909e-05,3.677005635969268e-05,7.674256788032526e-05,0.0008019853856803445,0.0003187295382771065,5.7921692838921736e-05,0.001267211132536673,0.0008618836952720305,0.002967781888080509,0.0007139511415622606,6.403071072288194e-05,0.0012761443061321822,0.0015599697161687738,0.0003479831998929491,0.0008884082722770689,0.0016754434353878835,0.0,0.0,0.0009807277669665491,0.0009121834095986128,0.0006721143395631848,0.00047903635119826856,0.00011856981923002327,0.0011402153682245446,0.001292140541541981,0.0002221880509170043,0.0007511031493314522,0.0031184462463302704,0.00019188638612017457,0.0008995147014954988,0.0007136498949672587,0.0007398581871723999,0.0007339964495457537,0.0008809141549756454,2.345695004845434e-05,0.0004496607817508532
enmiendas,0.028007569919419995,0.0,0.0,0.00036570403530643167,6.61278140409389e-05,1.018312661466482e-05,3.7220388669984624e-05,0.0023871985296095096,0.00021638343568438677,0.00012598313457502867,0.0009120422733887353,0.000301788163109752,0.0012928757346057883,0.0016022276979833058,0.0003365326619939778,0.00031546254253851945,0.002335746731446125,0.0013900256165584792,0.00047434850147767073,0.0006445675643363011,9.36677147693769e-05,0.0,0.0005303746293637426,0.00048239076505209906,0.0011287751405093113,0.0008688580129068015,9.16837595135101e-05,0.0004282018355335,0.0004208745068504725,0.00031588800948068155,0.0006039385153563417,0.000832972026951795,0.00012393471576237143,0.00046876856686600996,0.0014645133425588359,0.0006642210165938226,0.0012220968739266968,0.0014841232898447963,2.805404288106872e-05,0.00116568094337966
aquí,0.027508750873241894,0.0012115385498611094,0.002118266513105764,0.00171231411005708,0.0017942032133629405,0.0012275674372778113,0.0022097743705091774,0.002188150178490359,0.0014636444843941388,0.0010611275412863175,0.0016777149739606203,0.002412725984153235,0.0014932865499548132,0.001812976550558381,0.0015525406176998544,0.0016028206930974083,0.004010099776735282,0.0018562123931264351,0.0017555312954058552,0.0019490616766413937,0.001281696904717835,0.0017062997285372142,0.0017036906435345166,0.0022365521571903147,0.001840531323590044,0.0018929026059429593,0.002350424346932249,0.0018063185485961437,0.0017964825498784586,0.0019098136840763403,0.0017207191629745597,0.0015776619026938207,0.0023781394636895508,0.00123355453764641,0.0016469323879099128,0.0016781297316267835,0.0017883189304473618,0.0012378192211493317,0.001050754054818215,0.0015115489944683303
hacer,0.027204514483206044,0.001860903161516288,0.0015585733594155073,0.0013816716951040677,0.002243944943782933,0.001760122457093171,0.001996246616512687,0.001889299578291486,0.0022936356282988995,0.0021674638275482306,0.0017547083740588184,0.0017354645934868692,0.0021879573186647243,0.0015352679896858043,0.001944589285985033,0.001976463115309223,0.0016700987756362595,0.0019381656616382936,0.00172918172738121,0.0017032689929090974,0.0017057964692127375,0.004036393744895379,0.001498582462331898,0.0014567553559779137,0.001810379018346704,0.0017890234841903326,0.0016398344080979209,0.0015319795734767116,0.0016110081045654587,0.0015243291218856453,0.0015064900377297723,0.0014074919380130792,0.0030045412057821824,0.00230931298350209,0.0014179945961376257,0.0016118946805289195,0.0015468865400634156,0.001848126108556445,0.00184531563594883,0.0015615675499956762
momento,0.026592110616966647,0.0,0.0008067059085756325,0.0008613873732869455,0.0022153608989133326,0.0012139613498670027,0.0012329752957150788,0.0008893930025785834,0.0014277791943619058,0.0017073083006413797,0.0007817365742551325,0.0012214514995551654,0.0012482278529912757,0.0008484044008594724,0.0014219651035482274,0.0014890164414767064,0.000745977112710505,0.0009541027535222356,0.00086069729846619,0.0013273050021476748,0.000944184099080479,0.0009124451564534189,0.0011749326848665383,0.000750731472607685,0.0008816406794526771,0.0007667000947356862,0.000901272990090998,0.0008178580353706993,0.001064422797501366,0.0006739618354465287,0.0006512689995809249,0.0006825583503964985,0.000621124876818726,0.0010507176165619103,0.0010657465158279225,0.000991623859247819,0.0019964775849372904,0.0008375816105041337,0.0005482530735229223,0.0005828127283027919
